instance,profile,policy,stream,route_len,rho_cand,cand_count,N,candidate_cvar_matches_full,tier2_decision,tier2_incremental_certified,full_feasible,t_tier2_total,t_tier2_exact_partial,t_full,tier2_over_full,cvar_L,cvar_U,cvar_candidate,cvar_full
SCA8-0,moderate,SAA,search,7,0.971,9710,10000,1,ambiguous,0,1,0.002421799988951534,0.0009471999946981668,0.0006566999945789576,3.687833118537283,2798698.3247057307,3127608.587757916,2975449.8984482056,2975449.8984482056
SCA8-0,moderate,SAA,search,5,0.8075,8075,10000,1,ambiguous,0,1,0.001723699999274686,0.0005802000232506543,0.0005191999953240156,3.319915282739904,2906393.913916242,3097986.625130146,3010466.9449034287,3010466.944903428
SCA8-0,moderate,SAA,search,7,0.9773,9773,10000,1,certified_infeasible,1,0,0.0032266000052914023,0.0013699000119231641,0.0007530000002589077,4.284993365447523,3105373.5915138833,3446766.048631675,3291830.482728421,3291830.4827284217
SCA8-0,moderate,SAA,search,7,0.9735,9735,10000,1,certified_infeasible,1,0,0.002454399975249544,0.0009905999759212136,0.0007773000106681138,3.1575967342904185,3141930.335198254,3492515.9530152455,3333403.7982655293,3333403.79826553
SCA8-0,moderate,SAA,search,7,0.9845,9845,10000,1,ambiguous,0,1,0.003232699993532151,0.0010858000023290515,0.0007224000000860542,4.47494461952805,2771106.4893716364,3128412.671224436,2964192.2564753313,2964192.2564753313
SCA8-0,moderate,SAA,search,5,0.7493,7493,10000,1,certified_feasible,1,1,0.001853800000390038,0.0006203000084497035,0.0006546999793499708,2.8315259796259844,2887500.1180542936,3059725.9903272074,2980035.975790386,2980035.975790386
SCA8-0,moderate,SAA,search,5,0.9522,9522,10000,1,ambiguous,0,0,0.0018285999831277877,0.0006477999850176275,0.00045700001646764576,4.001312729180715,2888138.7614518795,3234732.491952055,3090353.436296332,3090353.4362963326
SCA8-0,moderate,SAA,search,7,0.9986,9986,10000,1,ambiguous,0,1,0.002588500006822869,0.0009677000052761286,0.0008597999985795468,3.0105838696199845,2786110.5181437638,3203530.3193567274,3018445.519041769,3018445.519041769
SCA8-0,moderate,SAA,search,5,0.747,7470,10000,1,ambiguous,0,1,0.0019147999992128462,0.0004927999980282038,0.0004985000123269856,3.841123273547392,2928927.4835906113,3095195.5243548555,3018693.5279305973,3018693.527930598
SCA8-0,moderate,SAA,search,5,0.9785,9785,10000,1,ambiguous,0,0,0.0019791999948211014,0.0006597999890800565,0.0005154999962542206,3.8393792613046926,3052673.1249435423,3469847.252831949,3278088.0531320907,3278088.0531320907
SCA8-0,moderate,SAA,search,7,0.9882,9882,10000,1,certified_infeasible,1,0,0.002245799987576902,0.0008608000061940402,0.0006493999972008169,3.458269167319419,3174078.8404882974,3560068.612371804,3384428.447964889,3384428.4479648885
SCA8-0,moderate,SAA,search,8,0.9738,9738,10000,1,certified_infeasible,1,0,0.002646800014190376,0.0010711000068113208,0.0006945999921299517,3.8105385029938064,3174462.0886121243,3535159.3883843655,3356409.6365650073,3356409.636565007
SCA8-0,moderate,SAA,search,8,0.9738,9738,10000,1,certified_infeasible,1,0,0.002963100007036701,0.0011218999861739576,0.0007973000174388289,3.716417837986612,3174462.0886121243,3535159.3883843655,3356409.6365650073,3356409.636565007
SCA8-0,moderate,SAA,search,8,0.9912,9912,10000,1,certified_infeasible,1,0,0.0028541000210680068,0.0009836000099312514,0.00084299998707138,3.385646577508594,3124719.5949416384,3535159.3883843655,3347606.0967270783,3347606.096727078
SCA8-0,moderate,SAA,search,7,0.7354,7354,10000,1,ambiguous,0,0,0.001965500006917864,0.0007144999981392175,0.0007150000019464642,2.7489510511428383,3068534.294065976,3260169.240155111,3170870.207598923,3170870.207598923
SCA8-0,moderate,SAA,search,4,0.9881,9881,10000,1,ambiguous,0,0,0.0021092999959364533,0.0007288999913726002,0.0004211000050418079,5.009023915179095,3041184.1244075852,3440922.7550947405,3274154.9174667792,3274154.9174667792
SCA8-0,moderate,SAA,search,5,0.9547,9547,10000,1,certified_infeasible,1,0,0.002405400009592995,0.0007375999994110316,0.000506600015796721,4.7481246241377715,3195204.290599983,3516267.8146555047,3375893.3589973343,3375893.3589973343
SCA8-0,moderate,SAA,search,6,0.8606,8606,10000,1,ambiguous,0,0,0.0025628999865148216,0.0007125999836716801,0.0006747000152245164,3.7985770396966405,3068845.199263236,3293265.1086936137,3191043.590503755,3191043.590503755
SCA8-0,moderate,SAA,search,6,0.8606,8606,10000,1,ambiguous,0,0,0.0023008000280242413,0.0007695000094827265,0.0008144999737851322,2.824800616422365,3068845.199263236,3293265.108693613,3191043.590503755,3191043.590503755
SCA8-0,moderate,SAA,search,8,0.8743,8743,10000,1,certified_feasible,1,1,0.0032344000064767897,0.0012391000054776669,0.0009350999898742884,3.4588814474392318,2772141.650840955,3009954.9651439325,2900259.3990285387,2900259.3990285387
SCA8-0,moderate,SAA,search,7,0.9837,9837,10000,1,ambiguous,0,0,0.002546000003349036,0.0007716000254731625,0.0006360999832395464,4.002515438504968,2902175.2429146976,3244671.4639540534,3089566.400048327,3089566.400048327
SCA8-0,moderate,SAA,search,7,0.9837,9837,10000,1,ambiguous,0,0,0.0027159999881405383,0.0009904000035021454,0.0006414999952539802,4.233826980879758,2902175.2429146976,3244671.4639540534,3089555.9704154995,3089555.9704154995
SCA8-0,moderate,SAA,search,6,0.9767,9767,10000,1,ambiguous,0,0,0.0021283999958541244,0.0008055000216700137,0.0006157000025268644,3.456878328924901,2943486.865512635,3244449.7090845746,3107575.693555604,3107575.693555604
SCA8-0,moderate,SAA,search,6,0.8577,8577,10000,1,ambiguous,0,1,0.002338699996471405,0.0007158000080380589,0.0005871999892406166,3.9827997944888884,2900058.5619685045,3105389.0761553687,3012030.6126951436,3012030.612695143
SCA8-0,moderate,SAA,search,5,0.9569,9569,10000,1,certified_feasible,1,1,0.0019138999923598021,0.0006222999945748597,0.00036550001823343337,5.236388226764614,2688612.938231234,3027707.7017958676,2873947.536647544,2873947.536647544
SCA8-0,moderate,SAA,search,5,0.9252,9252,10000,1,certified_feasible,1,1,0.002223999996203929,0.0006855000101495534,0.0005809000285807997,3.828541722811405,2786647.27553586,3042162.7713093995,2923481.838191018,2923481.8381910184
SCA8-0,moderate,SAA,search,6,0.9912,9912,10000,1,ambiguous,0,0,0.0030341999954544008,0.0008554000232834369,0.0005561000143643469,5.456212762236051,3004353.0224801092,3420714.3498320617,3262022.5154184457,3262022.515418446
SCA8-0,moderate,SAA,search,6,0.9776,9776,10000,1,certified_feasible,1,1,0.002438399998936802,0.0009759999811649323,0.0006670000148005784,3.6557720312282784,2739775.223044357,3088234.9469350306,2931668.4731943454,2931668.4731943454
SCA8-0,moderate,SAA,search,4,0.7552,7552,10000,1,certified_feasible,1,1,0.0018930999794974923,0.0007170999888330698,0.0002890000178012997,6.550518556711932,2821998.782203512,3017293.4695447837,2923743.221179153,2923743.2211791533
SCA8-0,moderate,SAA,search,3,0.9952,9952,10000,1,ambiguous,0,0,0.002137100003892556,0.0006393000076059252,0.00032110000029206276,6.655559021951775,3041816.458324631,3443007.978659464,3263097.7956141196,3263097.7956141196
SCA8-0,moderate,SAA,search,3,0.9444,9444,10000,1,certified_infeasible,1,0,0.0018991999968420714,0.0005895999784115702,0.00020530002075247467,9.250851460613788,3140907.9314874676,3443914.873424686,3296956.296994509,3296956.296994509
SCA8-0,moderate,SAA,search,7,0.9867,9867,10000,1,ambiguous,0,1,0.0027763999823946506,0.0009037999843712896,0.0006113999988883734,4.541053299709857,2860926.50270481,3206941.1940969485,3052116.046386696,3052116.0463866955
SCA8-0,moderate,SAA,search,3,0.9105,9105,10000,1,certified_infeasible,1,0,0.0019709999905899167,0.0007814999844413251,0.00025519999326206744,7.72335439901786,3120656.147942027,3395599.4043973996,3266380.6738754734,3266380.6738754734
SCA8-0,moderate,SAA,search,3,0.9856,9856,10000,1,ambiguous,0,0,0.0020435999904293567,0.0007123000104911625,0.0003403000009711832,6.005289405222218,3043354.5647751847,3457769.4925769344,3268483.6587211723,3268483.6587211727
SCA8-0,moderate,SAA,search,4,0.8312,8312,10000,1,certified_infeasible,1,0,0.0016460000188089907,0.0005124000017531216,0.0005265999934636056,3.125712189973183,3182205.66230501,3480028.7146690646,3338080.409877607,3338080.409877607
SCA8-0,moderate,SAA,search,7,0.9891,9891,10000,1,ambiguous,0,1,0.002766299992799759,0.00096750000375323,0.000607900001341477,4.550583955741495,2784773.336359268,3129531.347396121,2974169.2979250746,2974169.2979250746
SCA8-0,moderate,SAA,search,9,0.9871,9871,10000,1,ambiguous,0,1,0.0029848999984096736,0.0013324000174179673,0.0008640000014565885,3.454745362705476,2889854.1567057087,3257095.638320333,3076075.105380723,3076075.105380723
SCA8-0,moderate,SAA,search,8,0.9151,9151,10000,1,ambiguous,0,0,0.0030049000051803887,0.0008520999981556088,0.0007356999849434942,4.084409496639016,3039315.761699574,3345002.7285701893,3204831.9958675816,3204831.9958675816
SCA8-0,moderate,SAA,search,5,0.9899,9899,10000,1,ambiguous,0,1,0.002147699997294694,0.0007838000019546598,0.0006352000054903328,3.3811397650048987,2844247.7629411975,3159789.876363219,3028435.2314137346,3028435.2314137346
SCA8-0,moderate,SAA,search,5,0.9799,9799,10000,1,ambiguous,0,0,0.002414699993096292,0.0008206999918911606,0.0006024999893270433,4.007800889413074,3063652.6119331405,3421847.621771628,3258548.280447465,3258548.2804474644
SCA8-0,moderate,SAA,search,8,0.9725,9725,10000,1,ambiguous,0,1,0.002806600008625537,0.0012300999951548874,0.0008001000096555799,3.5078114920079777,2845993.9059146307,3150226.6482623443,3018936.2570709176,3018936.257070917
SCA8-0,moderate,SAA,search,8,0.9725,9725,10000,1,ambiguous,0,1,0.003065900004003197,0.0011794999882113189,0.0007915000023785979,3.8735312631580845,2845993.9059146307,3150226.6482623443,3018936.2570709176,3018936.257070917
SCA8-0,moderate,SAA,search,7,0.9763,9763,10000,1,certified_infeasible,1,0,0.002649900008691475,0.0008049000171013176,0.0005916999944020063,4.47845197526081,3117876.92888128,3474464.9029057217,3311862.821398657,3311862.821398657
SCA8-0,moderate,SAA,search,5,0.9905,9905,10000,1,certified_feasible,1,1,0.0022194999910425395,0.0007581999816466123,0.00050970001029782,4.35452216244939,2721926.4098818484,3064989.79756038,2910797.8334896723,2910797.8334896723
SCA8-0,moderate,SAA,search,5,0.9779,9779,10000,1,ambiguous,0,1,0.0020138999971095473,0.000672499998472631,0.0005849000008311123,3.4431526658367257,2786322.0455017807,3148050.64303323,2987167.9978769827,2987167.9978769827
SCA8-0,moderate,SAA,search,7,0.9833,9833,10000,1,certified_infeasible,1,0,0.002490399987436831,0.0008184000034816563,0.0009318999946117401,2.6723897433591173,3132319.6623644624,3552628.3567690784,3366538.8068188513,3366538.8068188513
SCA8-0,moderate,SAA,search,9,0.9958,9958,10000,1,ambiguous,0,0,0.002625000022817403,0.0009689000144135207,0.0009529999806545675,2.754459681116072,2897841.6282514404,3316842.0754693747,3129564.6520692827,3129564.6520692827
SCA8-0,moderate,SAA,search,9,0.9958,9958,10000,1,ambiguous,0,0,0.0032943999976851046,0.0012534999987110496,0.0010276999964844435,3.205604757180684,2897841.628251441,3316842.0754693747,3129564.6520692827,3129564.6520692827
SCA8-0,moderate,SAA,search,5,0.9348,9348,10000,1,certified_feasible,1,1,0.002011300006415695,0.00066970000625588,0.0004938999773003161,4.072282038581109,2724109.9533879873,2981224.7141687917,2862239.172431421,2862239.172431421
SCA8-0,moderate,SAA,search,6,0.9774,9774,10000,1,certified_infeasible,1,0,0.0019143999961670488,0.0007794999983161688,0.0005805999971926212,3.297278686572096,3158555.5326199015,3489606.1960350997,3339930.262159798,3339930.262159798
SCA8-0,moderate,SAA,search,6,0.991,9910,10000,1,certified_feasible,1,1,0.0023751000117044896,0.0007781999884173274,0.0008674999990034848,2.7378674517957533,2667365.616368897,3047354.404274842,2879694.01416249,2879694.014162491
SCA8-0,moderate,SAA,search,7,0.9888,9888,10000,1,ambiguous,0,1,0.002230799989774823,0.0008227999787777662,0.0005657000001519918,3.9434328958378178,2817461.8792981463,3164142.9484380065,3007803.5771245775,3007803.5771245775
SCA8-0,moderate,SAA,search,9,0.9956,9956,10000,1,ambiguous,0,0,0.0025831999955698848,0.0010927999974228442,0.0008639000006951392,2.990160890718031,2880218.9555692,3290818.927133651,3107259.5505484496,3107259.5505484496
SCA8-0,moderate,SAA,search,9,0.9956,9956,10000,1,ambiguous,0,0,0.002678200020454824,0.0010647000162862241,0.0008753000001888722,3.0597509652426846,2880218.9555692,3290818.927133651,3107259.5505484496,3107259.5505484496
SCA8-0,moderate,SAA,search,9,0.9823,9823,10000,1,ambiguous,0,0,0.0027117000136058778,0.001023100019665435,0.0009580999903846532,2.8302891564764527,2930230.8767070416,3290818.927133651,3111240.3784174602,3111240.3784174602
SCA8-0,moderate,SAA,search,6,0.9799,9799,10000,1,ambiguous,0,1,0.0026948000013362616,0.0008819999929983169,0.0007467999821528792,3.608462862529371,2889470.209670643,3194870.1893972647,3056198.945934869,3056198.945934869
SCA8-0,moderate,SAA,search,7,0.9796,9796,10000,1,certified_infeasible,1,0,0.002276700019137934,0.0008233000116888434,0.0006623999797739089,3.4370472352898016,3191345.8789926535,3556730.7828574846,3391163.228316394,3391163.228316394
SCA8-0,moderate,SAA,search,6,0.9665,9665,10000,1,ambiguous,0,1,0.002631800016388297,0.0007243000145535916,0.0004954000178258866,5.3124746097874995,2858144.9564710665,3193808.825136718,3042252.7926714723,3042252.7926714723
SCA8-0,moderate,SAA,search,5,0.9191,9191,10000,1,certified_infeasible,1,0,0.002199200011091307,0.0005982000147923827,0.00045849999878555536,4.796510396764238,3136695.5354526853,3421793.9954660614,3289536.865557586,3289536.865557586
SCA8-0,moderate,SAA,search,6,0.9901,9901,10000,1,ambiguous,0,0,0.001787000015610829,0.0006633999873884022,0.0005237000004854053,3.4122589535125076,2966404.0936620682,3400501.358257898,3207273.9387222803,3207273.9387222803
